text,date,gold_label_list,,,
"I just collected an extra chance to win a £1,300 cash prize with @TopCashback ! #TrickorTreats {URL} woo hoo",2019-10-27,[0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0],,,
The @Jay_Som gig was so  that the fire alarm literally went off after the guitar solo from “Super Bike�?2019-10-28,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,,
"Completely lost my head at yesterday’s game!! The fire still very much alive inside of me for this game we call football!! The dons know they had a squeeze yesterday That aside, the quality of football on show yesterday was unbelievable @Roca_Seniors @user well done boys",2019-10-28,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"BOTTICELLI IN THE FIRE �?@Hampstead_Theatre is pretty compelling.  Great production, strong cast headed by the wonderful @user Go see. {URL} ",2019-10-28,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Im not on the fire Freddie bandwagon yet but he needs to let Todd Monken call the plays from here on out, Freddie needs to focus on holding these men accountable and righting this ship before its to late. @Cleveland_Browns @NFL do you agree or not, let’s here your thoughts in the comments!",2019-10-28,[0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0],,,
". @MayorOfLA is doing a good job this morning. He’s been on top of it, keeping all of us who have evacuated in the know. To those of us who evacuated in the dark of night it’s good to be able to see the planes in the sky dealing with the fire #GettyFire",2019-10-28,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"Dear Lord, people. It s been 3 days. We ve played baseball. We ve covered the whole Bhagdadi thing. We re praying for the fire fighters.  Where is the badass analysis of the 75 pg Howell opinion?  Please. Thanks. @Matthew_Miller @Mimi_Rocah @Harry_Litman @Preet_Bharara @Laurence_Tribe ",2019-10-28,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0],,,
ngl @Fortnite_Competitive we need more time to get to champs. arena is the most frustrating thing fillled with braindead players please just give us an extra week.,2019-10-28,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0],,,
Netflix is adding gas to the fire. @user {URL} via @Inc,2019-10-28,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
I don’t think @Lonzo_Ball should have worn 2 for the lakers. I will always think D. Fish ... sorry Lonzo,2019-10-29,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
Listening to @BBC_Radio_5_Live news I m in no doubt that the fire service is to *blame* for Grenfell. This is shameful. @Nicky_Campbell,2019-10-29,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
. @Getty so very happy  The #art works were spared and all your employees are safe!  Looking to visit you soon after the fire has been put out! RESPECT #ONELOVE  . @Sheryl_Underwood . @The_Talk,2019-10-29,[1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
I wonder what songs GOT7 will perform at the award shows!! ♥️ Probably Eclipse + a song from the new album? (The title one?) @GOT7 #GOT7 #MAMAVOTE #JB #Mark #Jackson #jinyoung #youngjae #bambam #Yugyoem,2019-10-29,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
️Clip City with @Jovan_Buha joined by @Wosny_Lambre to talk:  First week trends for the Clippers Kawhi Leonard s ceiling this season  Subscribe on iTunes - {URL},2019-10-29,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0],,,
Excited to watch Ja and the Lakers on analog tonight @NBA_Canada @Shaw_Communications .,2019-10-29,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
New album is ! But like who broke my baby’s heart tho!  #UnlessimwithYou @Jackson_Wang,2019-10-29,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Seeing headline after headline about @ye , and all I can think is how beautiful it is to witness the fire in a new believer. And how he can do nothing else but tell the world what has been done for him. Psalm 51 & Jeremiah 20:7-9",2019-10-29,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0],,,
"A backup generator is working to keep data information stored safe during the power outage, as @Illinois_State ’s Julian Hall is expected to continue repairs through Thursday: {URL} ",2019-10-29,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1],,,
i sat tonight for Orgozoa due to personal issues but my guild managed to kill it! 5/8M! @user carried the fire shoes in my place :D,2019-10-30,[0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0],,,
Kimball Volleyball headed to the second round of playoffs on Halloween Night @ 7:00pm location is still TBD  depending on tonight’s game between Nevada Union and Liberty Ranch ... and the PG&E power outage status. #gojags #issafamily @user @user @user,2019-10-30,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
The latest The Fire-Climate-Media Daily! {URL} Thanks to @NASA_Climate @NOAA_Climate_gov #under2coalition #kincadefire,2019-10-30,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0],,,
"Public services - easy target for media.  #LFB didn’t build the tower block. Didn’t start the fire. Followed recommended best practice. Intimately involved with the loss of life. Besmirched for making a mistake in a desperate, rapidly changing emergency.  OTT response @BBC_News_UK ",2019-10-30,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"The clocks went back in UK/Europe this week...�? Can an extra hour of sleep impact how you think, feel and perform?  Dr. Norah Simpson PhD from @Stanford_Medicine shares insights on #sleep and cognitive performance on the podcast! {URL} #Brain #DrBubbsPP",2019-10-30,[0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0],,,
"Due to an @SDG_E power outage the course, clubhouse and other facilities will be closed for the remainder of the day.",2019-10-30,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"Victim of purse snatching of my wife while travelling by train 22165 , no grp or rpf were there @ train even 182 not picked up @Piyush_Goyal @Piyush_Goyal_Office ",2019-10-30,[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0],,,
The fire burning south of the #60fwy in Whittier Narrows is causing a huge distraction for the Eastbound drive...totally crawling from East LA. Rosemead Blvd very heavy as well. The fire is off Santa Anita and Durfee Avenue #KNXTraffic @KNX_1070_NEWSRADIO {URL},2019-10-30,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"EAST OAHU: HPD manning traffic lights at  Kalanianaole Hwy at  Keahole, Hawaii Kai Dr, Kawaiahae, and Kuliouou. Treat all lights you come to as all way  stops. @Hawaiian_Electric working on power outage. 6800 w/o, down from 13000  #hitraffic",2019-10-31,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Skip the line. Purchase your @user ticket for Friday’s Senior Night game here. {URL} $8.10 for adults and $6 for senior citizens. You will enter through the pass gate if you do purchase online. @user @user @user,2019-10-31,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
Somebody please tell the jacketless and clueless . @Rep_Jim_Jordan the whistleblower’s identity is a moot point at this stage of the game. All s/he did was pull the fire alarm. About half a dozen people have corroborated on who started the fire. Wake up and smell the Smocking Gun!,2019-10-31,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
The Fire Tones -  Do They Know It s Christmas? (Feed the World)  [Offici... {URL} via @YouTube Share share - make this no.1,2019-10-31,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Guess the EXACT score and WINNER of the CLIPPERS vs SPURS game tonight and win two tickets to see @user and a FREE one month subscription to {URL} Start Firing!!,2019-10-31,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
The #NWAPowerrr format are shows that build characters and stories towards the @NWA Dec ppv into the fire.  So withhold your judgements untill after the ppv payoff. I know some folks are not used to weekly wrestling shows actually showing continuity. But this is a working formula,2019-10-31,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"Prepping for the haunting...of Kalcifer, the fire demon  . . . sarah.j.becker @user @user @ Boulder, Colorado {URL} ",2019-10-31,[0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
"Load management has become a big issue for the Clippers early in the season. They re trying to block out the noise, but it s hard when they lose and Kawhi Leonard sits. @Jovan_Buha has the story. {URL} ",2019-10-31,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
The Cult - She Sells Sanctuary {URL} via @YouTube The fire in your eyes keeps me alive.,2019-11-1,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
There is a time limit on how late I can do anything requiring left brain activity and I always go past it and make dumb mistakes. Today I accidently disconnected the @user RSS feed from the main site. This is probably an easy fix. But it will have to wait till tomorrow.,2019-11-1,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
Throwdown II is just over 24 hours away as our rivalry with @Melbourne_United is set to re-ignite at the Fire Pit ( @user ).   Tickets available  ➡️ {URL} #RiseUpPhoenix #Heartland #NBL20,2019-11-1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
#MariaFire @Kathy_Griffin are you local I see you’re keeping up with the fire.... where ever you are love stay safe!!!,2019-11-1,[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Marion Ginopolis @user 1m  Pine Tree Center in the Lake Orion Community Schools District is CLOSED on Friday, November 1 due to a power outage.",2019-11-1,[0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0],,,
". @Global_Kingston If you are heading out today, be sure to double check that  places are open. @St_Lawrence_College is experiencing a power outage. You are advised NOT to go the the #ygk campus.  #windstorm",2019-11-1,[0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0],,,
UPDATE: 14 schools in @user are now closed or closing early due to power outages. {URL},2019-11-1,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"“The place where I grew up, Sonoma County, is burning. Again.�?@user , author of THE ENSEMBLE, wrote about the California fires for @user . {URL} ",2019-11-1,[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
The women s basketball season starts Sunday with an exhibition game against McKendree. @user details all the interesting aspects of the No. 24 Indiana Hoosiers ahead of the new season. #iuwbb {URL},2019-11-1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
. @PECO is worse than the airlines. Over 12 hours into a power outage and still refusing to share information with its customers. Will not provide an ETA. Have a sick child with me too and no heat.,2019-11-1,[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"Kawhi Returns to Run the Clippers Offense and Run Off the Spurs, 103-97 {URL} via @user ",2019-11-1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"Cozying up on the couch in my pajamas and a fluffy blanket, playing online solitaire and listening to @Marc_Evan_Jackson on #TheGoodPlace: The Podcast is THE perfect way to spend a Friday night.",2019-11-2,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"aye @NBA_on_ESPN , whoever y’all got announcing the Lakers and Mavs game is garbage. tell them to stop stuttering and breathing so hard into the microphone",2019-11-2,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
The Fire Tones -  Do They Know It s Christmas? (Feed the World)  [Offici... {URL} via @YouTube,2019-11-2,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
JOOHEON S SMILE LIT UP THE FIRE OF HOPE IN ME EVEN MORE. GOOD THINGS WILL COME. GREAT THINGS WILL COME.  #몬베베_원호_응원�? #몬베베는_몬엑을_믿어�?@MONSTA_X,2019-11-2,[0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
"Lovely evening watching the fire works in minster @user @ Minster, Kent, United Kingdom {URL} ",2019-11-2,[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"#BREAKING @San_Diego_Sheriff confirms @Heartland_Fire , @CAL_FIRE_SAN_DIEGO_COUNTY_FIRE and other agencies are at scene of a 20+ acre fire along I-8 near Crestwood Road in #Campo. At least one structure is threatened by the fire. The latest on @NBC_7_San_Diego at 7 #NBC7",2019-11-2,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"The @user on @WGN_Radio_720 spoke with Kara Jackson ( @user ) about her new book “Bloodstone Cowboy,�?her new album “A Song for Every Chamber of the Heart�?and being the National Youth Poet Laureate.  Listen Now! {URL} ",2019-11-2,[1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
The Lakers�?Load Management Plan {URL} via @Silver_Screen_and_Roll,2019-11-2,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
Rage Against The Machine - Sleep Now in the Fire (from The Battle of Mex... {URL} @YouTube より,2019-11-2,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0],,,
MONBEBE ♥️ So many family members are coming together to protect our boys. This feels so right!! Let s keep the fire burning!!! #FightForMonstaX7  #ShineForMonstaX7  #사랑한다_몬스타엑스 @MONSTA_X @STARSHIP_Ent,2019-11-2,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"A little late in the day but loved watching #Kaafir. Was moved by the amazing storytelling, poetry, language and most importantly, stunning performances by @Dia_Mirza @mohit_raina and my sweetheart #Renukasharma ❤️ Feel the story deserves a second season @ZEE5 @siddharth_malhotra ",2019-11-2,[1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
" LIVE @user on @YouNow - Come watch jdaly, LIVE on YouNow. {URL} ",2019-11-3,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
"So I am trying out @Amazon_Music because I got a trial and wooow am I disappointed in the amount of censoring on  explicit  tracks. I want to hear the raw track, that s why I am listening to the explicit version. Stop chopping stuff.",2019-11-3,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
1-1 between the Storm and @user at the first period media timeout.  Jirousek on the PP has the goal for GP #WeAreTheStorm,2019-11-3,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0],,,
"The 725 drove me insane, the amount of people abusing it now is crazy. NERF PLEASE GUYS @Infinity_Ward ",2019-11-3,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
UFC 244 Results: Stephen Thompson defeats Vicente Luque (Highlights) {URL} via @bjpenndotcom,2019-11-3,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"Bought a N64 to replay my childhood favorite Super Mario 64. While I grew up with the bad camera angles and touchy controls, it s @user first time with it and honestly it s hilarious. ",2019-11-3,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],,,
Lies. More cheers than boos greet President Trump at UFC 244 at MSG {URL} via @New_York_Post,2019-11-3,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0],,,
"1 of 2 | Opinion | Steve Bannon has set up shop in DC again, reportedly to save Trump from himself.  The perfect time for AMERICAN DHARMA the new doc by Oscar®-winner @errolmorris that lays bare the Bannon Darkness.  Trailer in 2 of 2 {URL} ",2019-11-3,[0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"UFC 244: Daniel Cormier, sports world react to Nate Diaz vs. Jorge Masvidal finish - via @ESPN App �?@UFC �?�?@Jorge_Masvidal_UFC �?�?@Nathan_Diaz �?#earlystoppage #UFC244 #ufc #horribledoctor {URL} ",2019-11-3,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"UFC 244: Daniel Cormier, sports world react to Nate Diaz vs. Jorge Masvidal finish - via @ESPN App {URL} ",2019-11-3,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"UFC 244 results, highlights: Darren Till makes successful 185-pound debut with win over Kelvin Gastelum {URL} via @Circleboom ",2019-11-3,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"Those of us who grew up expecting to be living like the Jetsons by now are used to this kind of disappointment.>> As of Today, ‘Blade Runner�?is No Longer Set in the Future {URL} @ScreenCrush ",2019-11-3,[0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
Dear @Twitter_India @Twitter @Twitter_Verified please remove the blue tick of @Ramesh_Bala ! Wit a verification tag he is providing full of fake nos & screen counts over years ! Misusing it big time ! IMMEDIATE ACTION REQUIRED...,2019-11-3,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
Los Gatos welcomes @Davante_Adams back to the starting lineup. We have been able to weather the storm in your absence going 3-1. Time to make this playoff push and make history.,2019-11-3,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
" LIVE @user on @YouNow - Come watch KarstonWilson, LIVE on YouNow. {URL} ",2019-11-3,[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
" LIVE DaniaArancha on @YouNow - Come watch DaniaArancha, LIVE on YouNow. {URL} ",2019-11-3,[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
So looking forward to joining @user tomorrow at the exploration of love in organisations at @user . Could incoporating love in business make the difference in fundamental shifts we need to make to create a regenerative economy?,2019-11-3,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
I would like to send my love along with virtual hugs and head pats to Monsta X and Monbebe as well.  The storm will pass AND WE RE THE STRONGEST!! DON T FORGET THAT! ❤❤❤❤ #WeLoveYouShownu  #WeNeedWonho #MonbebeSupportMonstaX @MONSTA_X @STARSHIP_Ent,2019-11-3,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],,,
"Make and Take: Wood slice animals with @user tomorrow!  Create a set of wonderful #woodland #animals from wooden discs, the perfect #Autumn activity! We can t wait...what will you create? BOOK your space today! {URL} #HantsDaysOut",2019-11-3,[1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
I m truly impressed by the amount of rust on that pistol at the end of the episode. @Live_PD_on_A_E #LivePD #LivePDNation #LivePDFans,2019-11-3,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
An interesting page documenting snippets about realities of fieldwork - the difference between conceptualising a research design and implementation of data collection procedures and everything in between - messiness and lessons learned. {URL} @user,2019-11-3,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],,,
Very lucky @PENSHOPPE . You cannot imagine the amount of people waiting for this to happen. This will really be huge.   #LISAFORPENSHOPPE,2019-11-3,[0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
The perfect halloween decoration does not exi... {URL} via @9GAG,2019-11-3,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
Turns out half & half and NOT milk is the perfect medium to maintain #texture and #fluff in your scrambled eggs #TheMoreYouKnow #eggs #Tips #Cooking #eggchallenge #quora #cookingskills #breakfast #breakfastideas #breakfastclub #cook #Thanks #cool @user {URL},2019-11-3,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
President Trump Arrives at UFC 244 in New York to Cheers from Crowd (VIDEO) {URL} via @user,2019-11-3,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0],,,
Trump went to UFC 244 in New York City and was promptly booed out of the building when he was introduced to the crowd. #TrumpBooedAgain {URL} via @user,2019-11-3,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0],,,
